branch_id,ending,macro_topic_name
63,inconclusive,Other
63,inconclusive,Other
63,inconclusive,Other
64,disagreement,Other
64,disagreement,Other
64,disagreement,Media Bias
64,disagreement,Other
65,disagreement,Other
65,disagreement,Other
65,disagreement,Media Bias
66,inconclusive,Other
66,inconclusive,Other
66,inconclusive,Other
67,agreement,Other
67,agreement,Other
67,agreement,Other
68,agreement,Other
68,agreement,Other
68,agreement,Other
69,disagreement,Other
69,disagreement,Other
69,disagreement,Other
70,inconclusive,Other
70,inconclusive,Other
70,inconclusive,Other
70,inconclusive,Other
71,disagreement,Other
71,disagreement,Other
71,disagreement,Other
72,inconclusive,Other
72,inconclusive,Other
72,inconclusive,Other
73,inconclusive,Other
73,inconclusive,Interviews/Podcasts
73,inconclusive,Other
74,disagreement,Other
74,disagreement,Other
74,disagreement,Other
75,inconclusive,Other
75,inconclusive,Interviews/Podcasts
75,inconclusive,Other
76,inconclusive,Other
76,inconclusive,Other
76,inconclusive,Other
77,inconclusive,Other
77,inconclusive,Trump
77,inconclusive,Other
78,inconclusive,Trump
78,inconclusive,Other
78,inconclusive,Other
79,inconclusive,Other
79,inconclusive,Other
79,inconclusive,Other
80,inconclusive,Other
80,inconclusive,Other
80,inconclusive,Other
81,disagreement,Other
81,disagreement,Trump
81,disagreement,Other
81,disagreement,Other
82,disagreement,Other
82,disagreement,Interviews/Podcasts
82,disagreement,Other
83,disagreement,Other
83,disagreement,Tariffs and Economy
83,disagreement,Other
84,disagreement,Other
84,disagreement,Other
84,disagreement,Other
85,inconclusive,Other
85,inconclusive,Other
85,inconclusive,Other
86,inconclusive,Other
86,inconclusive,Interviews/Podcasts
86,inconclusive,Other
87,inconclusive,Other
87,inconclusive,Other
87,inconclusive,Other
88,disagreement,Other
88,disagreement,Other
88,disagreement,Media Bias
89,disagreement,Other
89,disagreement,Other
89,disagreement,Other
90,disagreement,Other
90,disagreement,Other
90,disagreement,Other
90,disagreement,Media Bias
90,disagreement,Other
91,disagreement,Other
91,disagreement,Other
91,disagreement,Media Bias
91,disagreement,Other
92,disagreement,Cognitive Decline
92,disagreement,Other
92,disagreement,Other
92,disagreement,Media Bias
92,disagreement,Other
93,disagreement,Cognitive Decline
93,disagreement,Other
93,disagreement,Other
93,disagreement,Media Bias
93,disagreement,Other
94,disagreement,Cognitive Decline
94,disagreement,Other
94,disagreement,Other
94,disagreement,Media Bias
94,disagreement,Other
95,disagreement,Cognitive Decline
95,disagreement,Other
95,disagreement,Other
95,disagreement,Media Bias
95,disagreement,Other
96,disagreement,Cognitive Decline
96,disagreement,Other
96,disagreement,Other
96,disagreement,Media Bias
97,inconclusive,Other
97,inconclusive,Other
97,inconclusive,Other
97,inconclusive,Trump
98,disagreement,Cognitive Decline
98,disagreement,Other
98,disagreement,Other
99,disagreement,Other
99,disagreement,Media Bias
99,disagreement,Other
99,disagreement,Trump
100,inconclusive,Other
100,inconclusive,Media Bias
100,inconclusive,Other
100,inconclusive,Other
101,disagreement,Other
101,disagreement,Media Bias
101,disagreement,Other
101,disagreement,Other
102,disagreement,Cognitive Decline
102,disagreement,Other
102,disagreement,Media Bias
102,disagreement,Other
102,disagreement,Other
103,inconclusive,Cognitive Decline
103,inconclusive,Other
103,inconclusive,Other
103,inconclusive,Other
104,disagreement,Cognitive Decline
104,disagreement,Other
104,disagreement,Other
104,disagreement,Other
105,disagreement,Cognitive Decline
105,disagreement,Media Bias
105,disagreement,Other
105,disagreement,Other
105,disagreement,Other
106,disagreement,Cognitive Decline
106,disagreement,Other
106,disagreement,Media Bias
106,disagreement,Other
106,disagreement,Other
107,inconclusive,Cognitive Decline
107,inconclusive,Media Bias
107,inconclusive,Other
107,inconclusive,Other
108,disagreement,Cognitive Decline
108,disagreement,Other
108,disagreement,Other
108,disagreement,Media Bias
108,disagreement,Other
109,disagreement,Other
109,disagreement,Other
109,disagreement,Other
109,disagreement,Media Bias
110,disagreement,Other
110,disagreement,Other
110,disagreement,Media Bias
111,disagreement,Other
111,disagreement,Other
111,disagreement,Other
111,disagreement,Media Bias
112,disagreement,Cognitive Decline
112,disagreement,Other
112,disagreement,Other
112,disagreement,Other
112,disagreement,Media Bias
113,inconclusive,Other
113,inconclusive,Other
113,inconclusive,Other
114,inconclusive,Other
114,inconclusive,Other
114,inconclusive,Other
115,disagreement,Interviews/Podcasts
115,disagreement,Other
115,disagreement,Other
116,disagreement,Other
116,disagreement,Other
116,disagreement,Other
117,disagreement,Other
117,disagreement,Other
117,disagreement,Other
118,inconclusive,Other
118,inconclusive,Other
118,inconclusive,Other
119,disagreement,Other
119,disagreement,Other
119,disagreement,Other
120,disagreement,Other
120,disagreement,Other
120,disagreement,Other
121,disagreement,Other
121,disagreement,Other
121,disagreement,Other
122,disagreement,Other
122,disagreement,Other
122,disagreement,Other
122,disagreement,Other
123,disagreement,Other
123,disagreement,Trump
123,disagreement,Other
124,disagreement,Other
124,disagreement,Other
124,disagreement,Other
125,disagreement,Other
125,disagreement,Other
125,disagreement,Other
126,inconclusive,Other
126,inconclusive,Other
126,inconclusive,Other
127,disagreement,Other
127,disagreement,Other
127,disagreement,Other
128,disagreement,Other
128,disagreement,Other
128,disagreement,Other
129,disagreement,Other
129,disagreement,Other
129,disagreement,Other
129,disagreement,Other
130,disagreement,Other
130,disagreement,Other
130,disagreement,Other
131,disagreement,Other
131,disagreement,Other
131,disagreement,Other
132,inconclusive,Tariffs and Economy
132,inconclusive,Other
132,inconclusive,Tariffs and Economy
133,inconclusive,Other
133,inconclusive,Other
133,inconclusive,Other
133,inconclusive,Other
134,inconclusive,Other
134,inconclusive,Other
134,inconclusive,Other
135,disagreement,Other
135,disagreement,Other
135,disagreement,Other
136,disagreement,Other
136,disagreement,Other
136,disagreement,Other
137,disagreement,Interviews/Podcasts
137,disagreement,Other
137,disagreement,Interviews/Podcasts
138,disagreement,Other
138,disagreement,Trump
138,disagreement,Other
139,disagreement,Other
139,disagreement,Other
139,disagreement,Other
140,disagreement,Interviews/Podcasts
140,disagreement,Other
140,disagreement,Other
141,disagreement,Other
141,disagreement,Other
141,disagreement,Media Bias
142,disagreement,Interviews/Podcasts
142,disagreement,Other
142,disagreement,Other
143,inconclusive,Other
143,inconclusive,Media Bias
143,inconclusive,Other
144,agreement,Media Bias
144,agreement,Other
144,agreement,Other
145,inconclusive,Other
145,inconclusive,Other
145,inconclusive,Trump
145,inconclusive,Other
146,disagreement,Other
146,disagreement,Other
146,disagreement,Other
147,inconclusive,Other
147,inconclusive,Other
147,inconclusive,Other
148,inconclusive,Other
148,inconclusive,Other
148,inconclusive,Other
149,inconclusive,Other
149,inconclusive,Other
149,inconclusive,Trump
150,disagreement,Other
150,disagreement,Other
150,disagreement,Other
150,disagreement,Trump
151,inconclusive,Other
151,inconclusive,Other
151,inconclusive,Other
151,inconclusive,Other
152,disagreement,Other
152,disagreement,Other
152,disagreement,Other
152,disagreement,Trump
152,disagreement,Other
153,disagreement,Other
153,disagreement,Other
153,disagreement,Other
153,disagreement,Other
154,inconclusive,Other
154,inconclusive,Other
154,inconclusive,Other
155,inconclusive,Interviews/Podcasts
155,inconclusive,Other
155,inconclusive,Other
156,inconclusive,Interviews/Podcasts
156,inconclusive,Other
156,inconclusive,Other
156,inconclusive,Media Bias
157,disagreement,Other
157,disagreement,Other
157,disagreement,Other
158,disagreement,Interviews/Podcasts
158,disagreement,Other
158,disagreement,Other
159,agreement,Other
159,agreement,Tariffs and Economy
159,agreement,Media Bias
160,inconclusive,Other
160,inconclusive,Other
160,inconclusive,Other
161,disagreement,Other
161,disagreement,Election Predictions
161,disagreement,Other
162,disagreement,Trump
162,disagreement,Other
162,disagreement,Other
162,disagreement,Other
163,inconclusive,Other
163,inconclusive,Other
163,inconclusive,Other
164,inconclusive,Cognitive Decline
164,inconclusive,Other
164,inconclusive,Other
164,inconclusive,Other
165,inconclusive,Other
165,inconclusive,Other
165,inconclusive,Other
166,inconclusive,Other
166,inconclusive,Other
166,inconclusive,Other
167,inconclusive,Other
167,inconclusive,Other
167,inconclusive,Other
168,inconclusive,Other
168,inconclusive,Other
168,inconclusive,Other
169,disagreement,Other
169,disagreement,Other
169,disagreement,Interviews/Podcasts
170,inconclusive,Other
170,inconclusive,Other
170,inconclusive,Other
171,inconclusive,Other
171,inconclusive,Other
171,inconclusive,Other
172,inconclusive,Other
172,inconclusive,Other
172,inconclusive,Interviews/Podcasts
173,inconclusive,Other
173,inconclusive,Other
173,inconclusive,Other
174,inconclusive,Other
174,inconclusive,Other
174,inconclusive,Other
175,inconclusive,Other
175,inconclusive,Interviews/Podcasts
175,inconclusive,Media Bias
175,inconclusive,Other
176,inconclusive,Other
176,inconclusive,Other
176,inconclusive,Media Bias
177,inconclusive,Other
177,inconclusive,Other
177,inconclusive,Other
178,inconclusive,Other
178,inconclusive,Other
178,inconclusive,Other
179,inconclusive,Other
179,inconclusive,Other
179,inconclusive,Other
180,inconclusive,Other
180,inconclusive,Other
180,inconclusive,Other
181,inconclusive,Other
181,inconclusive,Other
181,inconclusive,Interviews/Podcasts
182,inconclusive,Other
182,inconclusive,Other
182,inconclusive,Other
183,inconclusive,Other
183,inconclusive,Other
183,inconclusive,Other
184,disagreement,Other
184,disagreement,Other
184,disagreement,Other
185,disagreement,Other
185,disagreement,Other
185,disagreement,Other
185,disagreement,Other
186,inconclusive,Other
186,inconclusive,Other
186,inconclusive,Other
187,inconclusive,Other
187,inconclusive,Other
187,inconclusive,Other
187,inconclusive,Other
188,agreement,Other
188,agreement,Other
188,agreement,Other
189,inconclusive,Other
189,inconclusive,Other
189,inconclusive,Other
190,inconclusive,Other
190,inconclusive,Other
190,inconclusive,Other
191,inconclusive,Other
191,inconclusive,Other
191,inconclusive,Other
192,inconclusive,Other
192,inconclusive,Other
192,inconclusive,Other
193,inconclusive,Other
193,inconclusive,Other
193,inconclusive,Other
194,inconclusive,Other
194,inconclusive,Other
194,inconclusive,Other
195,disagreement,Other
195,disagreement,Other
195,disagreement,Other
195,disagreement,Other
196,disagreement,Other
196,disagreement,Other
196,disagreement,Other
196,disagreement,Other
197,disagreement,Other
197,disagreement,Other
197,disagreement,Other
198,inconclusive,Other
198,inconclusive,Other
198,inconclusive,Other
199,inconclusive,Other
199,inconclusive,Other
199,inconclusive,Other
200,disagreement,Other
200,disagreement,Other
200,disagreement,Tariffs and Economy
200,disagreement,Other
201,disagreement,Other
201,disagreement,Media Bias
201,disagreement,Interviews/Podcasts
201,disagreement,Interviews/Podcasts
202,inconclusive,Other
202,inconclusive,Media Bias
202,inconclusive,Interviews/Podcasts
203,disagreement,Other
203,disagreement,Other
203,disagreement,Other
204,inconclusive,Other
204,inconclusive,Other
204,inconclusive,Other
205,disagreement,Other
205,disagreement,Other
205,disagreement,Other
206,disagreement,Other
206,disagreement,Other
206,disagreement,Other
206,disagreement,Other
206,disagreement,Other
207,disagreement,Other
207,disagreement,Other
207,disagreement,Other
208,disagreement,Other
208,disagreement,Other
208,disagreement,Other
208,disagreement,Other
209,disagreement,Other
209,disagreement,Other
209,disagreement,Other
209,disagreement,Other
209,disagreement,Other
210,disagreement,Other
210,disagreement,Other
210,disagreement,Other
210,disagreement,Other
211,inconclusive,Other
211,inconclusive,Other
211,inconclusive,Other
212,inconclusive,Other
212,inconclusive,Other
212,inconclusive,Other
213,disagreement,Other
213,disagreement,Other
213,disagreement,Other
214,disagreement,Other
214,disagreement,Other
214,disagreement,Other
214,disagreement,Trump
215,disagreement,Other
215,disagreement,Other
215,disagreement,Other
215,disagreement,Other
216,disagreement,Other
216,disagreement,Other
216,disagreement,Other
216,disagreement,Other
217,disagreement,Other
217,disagreement,Other
217,disagreement,Other
217,disagreement,Other
218,disagreement,Other
218,disagreement,Other
218,disagreement,Other
218,disagreement,Other
219,disagreement,Other
219,disagreement,Other
219,disagreement,Other
219,disagreement,Other
220,disagreement,Other
220,disagreement,Other
220,disagreement,Other
221,disagreement,Other
221,disagreement,Other
221,disagreement,Other
221,disagreement,Other
222,disagreement,Other
222,disagreement,Other
222,disagreement,Other
222,disagreement,Other
223,disagreement,Other
223,disagreement,Other
223,disagreement,Other
224,disagreement,Other
224,disagreement,Other
224,disagreement,Other
225,disagreement,Other
225,disagreement,Other
225,disagreement,Other
225,disagreement,Other
225,disagreement,Other
226,inconclusive,Other
226,inconclusive,Other
226,inconclusive,Other
226,inconclusive,Other
227,disagreement,Other
227,disagreement,Other
227,disagreement,Other
227,disagreement,Other
227,disagreement,Media Bias
228,disagreement,Cognitive Decline
228,disagreement,Other
228,disagreement,Other
229,inconclusive,Other
229,inconclusive,Other
229,inconclusive,Other
230,disagreement,Other
230,disagreement,Other
230,disagreement,Other
231,disagreement,Other
231,disagreement,Other
231,disagreement,Other
232,disagreement,Other
232,disagreement,Other
232,disagreement,Other
233,disagreement,Other
233,disagreement,Other
233,disagreement,Other
234,disagreement,Other
234,disagreement,Other
234,disagreement,Other
235,disagreement,Other
235,disagreement,Other
235,disagreement,Other
236,disagreement,Other
236,disagreement,Other
236,disagreement,Other
237,inconclusive,Other
237,inconclusive,Other
237,inconclusive,Other
238,disagreement,Other
238,disagreement,Other
238,disagreement,Other
239,inconclusive,Other
239,inconclusive,Other
239,inconclusive,Other
240,inconclusive,Other
240,inconclusive,Other
240,inconclusive,Other
241,disagreement,Other
241,disagreement,Other
241,disagreement,Other
241,disagreement,Other
242,inconclusive,Other
242,inconclusive,Other
242,inconclusive,Other
242,inconclusive,Other
243,disagreement,Other
243,disagreement,Other
243,disagreement,Other
243,disagreement,Other
244,inconclusive,Interviews/Podcasts
244,inconclusive,Other
244,inconclusive,Other
244,inconclusive,Other
245,disagreement,Other
245,disagreement,Other
245,disagreement,Other
246,disagreement,Interviews/Podcasts
246,disagreement,Other
246,disagreement,Other
246,disagreement,Other
247,disagreement,Other
247,disagreement,Other
247,disagreement,Other
247,disagreement,Other
248,disagreement,Other
248,disagreement,Other
248,disagreement,Other
249,inconclusive,Other
249,inconclusive,Other
249,inconclusive,Other
250,disagreement,Interviews/Podcasts
250,disagreement,Media Bias
250,disagreement,Interviews/Podcasts
251,disagreement,Interviews/Podcasts
251,disagreement,Media Bias
251,disagreement,Interviews/Podcasts
251,disagreement,Other
251,disagreement,Other
252,disagreement,Other
252,disagreement,Other
252,disagreement,Other
252,disagreement,Other
253,disagreement,Other
253,disagreement,Other
253,disagreement,Other
253,disagreement,Trump
253,disagreement,Other
254,disagreement,Other
254,disagreement,Other
254,disagreement,Other
254,disagreement,Trump
254,disagreement,Other
255,disagreement,Other
255,disagreement,Other
255,disagreement,Tariffs and Economy
256,inconclusive,Other
256,inconclusive,Other
256,inconclusive,Other
257,disagreement,Other
257,disagreement,Other
257,disagreement,Other
257,disagreement,Other
258,inconclusive,Other
258,inconclusive,Other
258,inconclusive,Other
259,inconclusive,Media Bias
259,inconclusive,Other
259,inconclusive,Other
260,disagreement,Media Bias
260,disagreement,Interviews/Podcasts
260,disagreement,Interviews/Podcasts
261,inconclusive,Other
261,inconclusive,Other
261,inconclusive,Other
262,inconclusive,Other
262,inconclusive,Other
262,inconclusive,Other
262,inconclusive,Other
262,inconclusive,Other
263,inconclusive,Other
263,inconclusive,Other
263,inconclusive,Other
264,disagreement,Other
264,disagreement,Other
264,disagreement,Other
264,disagreement,Other
265,inconclusive,Other
265,inconclusive,Other
265,inconclusive,Other
266,inconclusive,Other
266,inconclusive,Other
266,inconclusive,Other
267,disagreement,Other
267,disagreement,Other
267,disagreement,Other
268,disagreement,Other
268,disagreement,Other
268,disagreement,Other
269,disagreement,Other
269,disagreement,Other
269,disagreement,Other
270,disagreement,Other
270,disagreement,Harris
270,disagreement,Other
270,disagreement,Other
271,disagreement,Other
271,disagreement,Other
271,disagreement,Other
272,inconclusive,Other
272,inconclusive,Other
272,inconclusive,Other
273,inconclusive,Other
273,inconclusive,Other
273,inconclusive,Other
274,inconclusive,Other
274,inconclusive,Other
274,inconclusive,Other
275,inconclusive,Other
275,inconclusive,Other
275,inconclusive,Other
276,inconclusive,Other
276,inconclusive,Other
276,inconclusive,Other
277,inconclusive,Other
277,inconclusive,Other
277,inconclusive,Other
277,inconclusive,Other
277,inconclusive,Other
278,inconclusive,Other
278,inconclusive,Other
278,inconclusive,Other
278,inconclusive,Other
279,inconclusive,Other
279,inconclusive,Other
279,inconclusive,Other
280,inconclusive,Trump
280,inconclusive,Other
280,inconclusive,Other
281,disagreement,Trump
281,disagreement,Other
281,disagreement,Other
282,inconclusive,Other
282,inconclusive,Other
282,inconclusive,Media Bias
283,inconclusive,Other
283,inconclusive,Other
283,inconclusive,Other
284,disagreement,Other
284,disagreement,Other
284,disagreement,Other
285,disagreement,Other
285,disagreement,Other
285,disagreement,Other
286,disagreement,Other
286,disagreement,Other
286,disagreement,Other
287,disagreement,Other
287,disagreement,Other
287,disagreement,Other
288,disagreement,Other
288,disagreement,Other
288,disagreement,Other
289,inconclusive,Other
289,inconclusive,Other
289,inconclusive,Other
289,inconclusive,Other
290,inconclusive,Other
290,inconclusive,Other
290,inconclusive,Other
291,inconclusive,Other
291,inconclusive,Other
291,inconclusive,Other
292,inconclusive,Other
292,inconclusive,Other
292,inconclusive,Other
293,inconclusive,Other
293,inconclusive,Other
293,inconclusive,Other
293,inconclusive,Other
294,inconclusive,Other
294,inconclusive,Other
294,inconclusive,Other
295,agreement,Other
295,agreement,Other
295,agreement,Other
296,inconclusive,Other
296,inconclusive,Other
296,inconclusive,Other
297,disagreement,Trump
297,disagreement,Other
297,disagreement,Other
297,disagreement,Other
298,inconclusive,Other
298,inconclusive,Other
298,inconclusive,Other
298,inconclusive,Ukraine War
299,disagreement,Trump
299,disagreement,Other
299,disagreement,Other
299,disagreement,Other
300,inconclusive,Trump
300,inconclusive,Other
300,inconclusive,Other
300,inconclusive,Ukraine War
301,disagreement,Trump
301,disagreement,Other
301,disagreement,Other
301,disagreement,Other
302,inconclusive,Other
302,inconclusive,Other
302,inconclusive,Other
303,inconclusive,Trump
303,inconclusive,Other
303,inconclusive,Other
303,inconclusive,Other
304,inconclusive,Other
304,inconclusive,Other
304,inconclusive,Other
304,inconclusive,Other
305,inconclusive,Other
305,inconclusive,Other
305,inconclusive,Other
305,inconclusive,Other
306,disagreement,Other
306,disagreement,Other
306,disagreement,Other
306,disagreement,Other
307,inconclusive,Other
307,inconclusive,Other
307,inconclusive,Other
308,inconclusive,Other
308,inconclusive,Other
308,inconclusive,Other
309,disagreement,Trump
309,disagreement,Other
309,disagreement,Other
310,inconclusive,Other
310,inconclusive,Other
310,inconclusive,Other
311,inconclusive,Other
311,inconclusive,Other
311,inconclusive,Other
312,inconclusive,Other
312,inconclusive,Other
312,inconclusive,Other
313,disagreement,Other
313,disagreement,Other
313,disagreement,Other
314,disagreement,Other
314,disagreement,Other
314,disagreement,Other
315,disagreement,Other
315,disagreement,Other
315,disagreement,Other
316,disagreement,Other
316,disagreement,Other
316,disagreement,Other
317,disagreement,Other
317,disagreement,Other
317,disagreement,Other
318,inconclusive,Other
318,inconclusive,Other
318,inconclusive,Other
319,disagreement,Other
319,disagreement,Other
319,disagreement,Other
320,disagreement,Other
320,disagreement,Other
320,disagreement,Other
321,inconclusive,Other
321,inconclusive,Other
321,inconclusive,Media Bias
322,disagreement,Other
322,disagreement,Other
322,disagreement,Other
323,disagreement,Other
323,disagreement,Media Bias
323,disagreement,Other
324,disagreement,Other
324,disagreement,Other
324,disagreement,Other
325,disagreement,Other
325,disagreement,Other
325,disagreement,Other
325,disagreement,Other
326,disagreement,Other
326,disagreement,Other
326,disagreement,Other
327,inconclusive,Other
327,inconclusive,Other
327,inconclusive,Other
328,inconclusive,Trump
328,inconclusive,Other
328,inconclusive,Other
329,inconclusive,Other
329,inconclusive,Trump
329,inconclusive,Other
330,disagreement,Other
330,disagreement,Other
330,disagreement,Other
330,disagreement,Tariffs and Economy
331,disagreement,Other
331,disagreement,Other
331,disagreement,Other
331,disagreement,Other
332,disagreement,Other
332,disagreement,Other
332,disagreement,Other
332,disagreement,Other
333,inconclusive,Other
333,inconclusive,Other
333,inconclusive,Other
334,agreement,Other
334,agreement,Other
334,agreement,Other
335,disagreement,Other
335,disagreement,Other
335,disagreement,Other
336,disagreement,Other
336,disagreement,Other
336,disagreement,Other
336,disagreement,Media Bias
337,agreement,Other
337,agreement,Other
337,agreement,Other
338,inconclusive,Other
338,inconclusive,Other
338,inconclusive,Other
339,inconclusive,Other
339,inconclusive,Trump
339,inconclusive,Other
340,inconclusive,Other
340,inconclusive,Other
340,inconclusive,Other
341,disagreement,Other
341,disagreement,Other
341,disagreement,Other
342,disagreement,Other
342,disagreement,Other
342,disagreement,Other
343,inconclusive,Other
343,inconclusive,Other
343,inconclusive,Other
344,disagreement,Other
344,disagreement,Other
344,disagreement,Other
345,disagreement,Media Bias
345,disagreement,Other
345,disagreement,Other
346,disagreement,Media Bias
346,disagreement,Other
346,disagreement,Other
347,disagreement,Media Bias
347,disagreement,Other
347,disagreement,Other
348,disagreement,Media Bias
348,disagreement,Other
348,disagreement,Other
349,inconclusive,Other
349,inconclusive,Media Bias
349,inconclusive,Other
350,inconclusive,Media Bias
350,inconclusive,Other
350,inconclusive,Other
350,inconclusive,Other
351,inconclusive,Other
351,inconclusive,Other
351,inconclusive,Other
351,inconclusive,Other
352,disagreement,Other
352,disagreement,Trump
352,disagreement,Other
352,disagreement,Other
352,disagreement,Other
353,disagreement,Media Bias
353,disagreement,Trump
353,disagreement,Other
353,disagreement,Other
353,disagreement,Other
354,disagreement,Other
354,disagreement,Other
354,disagreement,Other
355,inconclusive,Other
355,inconclusive,Other
356,disagreement,Other
356,disagreement,Media Bias
356,disagreement,Other
357,inconclusive,Other
357,inconclusive,Other
357,inconclusive,Other
358,disagreement,Other
358,disagreement,Other
358,disagreement,Other
359,disagreement,Other
359,disagreement,Other
359,disagreement,Other
359,disagreement,Other
360,disagreement,Trump
360,disagreement,Other
360,disagreement,Other
360,disagreement,Media Bias
361,disagreement,Interviews/Podcasts
361,disagreement,Other
361,disagreement,Other
362,agreement,Other
362,agreement,Other
362,agreement,Other
363,disagreement,Other
363,disagreement,Other
363,disagreement,Other
363,disagreement,Other
364,disagreement,Other
364,disagreement,Other
364,disagreement,Other
365,disagreement,Other
365,disagreement,Other
365,disagreement,Other
366,disagreement,Other
366,disagreement,Other
366,disagreement,Other
367,disagreement,Other
367,disagreement,Other
367,disagreement,Other
368,disagreement,Trump
368,disagreement,Other
368,disagreement,Other
368,disagreement,Other
369,disagreement,Trump
369,disagreement,Other
369,disagreement,Trump
370,disagreement,Trump
370,disagreement,Other
370,disagreement,Other
371,agreement,Other
371,agreement,Other
371,agreement,Other
372,inconclusive,Other
372,inconclusive,Media Bias
372,inconclusive,Other
373,inconclusive,Other
373,inconclusive,Media Bias
373,inconclusive,Other
373,inconclusive,Other
374,agreement,Other
374,agreement,Other
374,agreement,Other
375,inconclusive,Other
375,inconclusive,Other
375,inconclusive,Other
376,inconclusive,Other
376,inconclusive,Other
376,inconclusive,Media Bias
377,inconclusive,Other
377,inconclusive,Other
377,inconclusive,Other
378,inconclusive,Other
378,inconclusive,Other
378,inconclusive,Other
379,inconclusive,Other
379,inconclusive,Other
379,inconclusive,Other
380,agreement,Other
380,agreement,Other
380,agreement,Interviews/Podcasts
381,inconclusive,Other
381,inconclusive,Other
381,inconclusive,Other
382,inconclusive,Other
382,inconclusive,Other
382,inconclusive,Other
383,inconclusive,Other
383,inconclusive,Other
383,inconclusive,Other
384,inconclusive,Other
384,inconclusive,Other
384,inconclusive,Other
385,inconclusive,Other
